"No"	"キーワード"	"SEO難易度"	"月間検索数"	"CPC ($)"	"競合性"	"出現時期"
"4318"	"食器消毒保管庫 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4319"	"コンクリート電柱 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4320"	"ハイエース 耐用年数 中古"	"null"	"20"	"0"	"1"	"1年以上前"
"4321"	"鉄骨 戸建て 耐用年数"	"null"	"20"	"0"	"4"	"1年以上前"
"4322"	"壁紙 減価償却 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4323"	"utm機器 耐用年数"	"null"	"20"	"0"	"5"	"1年以上前"
"4324"	"中古車両の耐用年数"	"null"	"20"	"0"	"4"	"1年以上前"
"4325"	"軽貨物自動車耐用年数"	"33"	"20"	"0"	"0"	"1年以上前"
"4326"	"減価償却軽自動車耐用年数"	"null"	"20"	"0"	"18"	"1年以上前"
"4327"	"耐用年数の延長"	"null"	"20"	"0"	"0"	"半年以内"
"4328"	"恒温槽 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4329"	"コンクリート ビル 耐用年数"	"null"	"20"	"0"	"0"	"過去90日"
"4330"	"ポリエチレンタンク 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4331"	"冷水器 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4332"	"ブラインド 法定耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4333"	"ゴルフクラブ 減価償却 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4334"	"車両運搬具 減価償却 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4335"	"ガルバリウム外壁 耐用年数"	"null"	"20"	"0"	"4"	"1年以上前"
"4336"	"太陽光発電 家庭用 耐用年数"	"25"	"20"	"0"	"6"	"1年以上前"
"4337"	"土地造成工事 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4338"	"青色申告 減価償却 耐用年数"	"null"	"20"	"0"	"3"	"1年以上前"
"4339"	"給水設備 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4340"	"レセプトコンピュータ 耐用年数"	"null"	"20"	"0"	"3"	"1年以上前"
"4341"	"焼却炉 法定耐用年数"	"29"	"20"	"0"	"0"	"1年以上前"
"4342"	"産業用ロボット 耐用年数"	"35"	"20"	"0"	"0"	"1年以上前"
"4343"	"ネットフェンス 耐用年数"	"null"	"20"	"0"	"2"	"1年以上前"
"4344"	"スロープ 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4345"	"中古マンション 法定耐用年数"	"26"	"20"	"0"	"0"	"1年以上前"
"4346"	"パーフェクトトップsi 耐用年数"	"null"	"20"	"0.96"	"20"	"半年以内"
"4347"	"浄化槽 減価償却 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4348"	"減価償却 耐用年数 鉄骨"	"null"	"20"	"0"	"9"	"1年以上前"
"4349"	"構造物 耐用年数"	"null"	"20"	"0"	"0"	"半年以内"
"4350"	"排水設備 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4351"	"制御盤 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4352"	"自動火災報知設備 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4353"	"換気扇 法定耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4354"	"階段 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4355"	"短縮耐用年数の承認"	"null"	"20"	"0"	"0"	"1年以上前"
"4356"	"緑化施設 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4357"	"マットレス 耐用年数 国税庁"	"51"	"20"	"0"	"0"	"1年以上前"
"4358"	"外付けハードディスク 耐用年数"	"null"	"20"	"0"	"3"	"1年以上前"
"4359"	"簡易水洗トイレ 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4360"	"焼杉 耐用年数"	"null"	"20"	"0"	"2"	"1年以上前"
"4361"	"ダストボックス 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4362"	"大型トラック法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4363"	"農業用機械 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以内"
"4364"	"オートロック 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4365"	"トラック耐用年数減価償却"	"26"	"20"	"0"	"2"	"1年以上前"
"4366"	"メモリーターフ 耐用年数"	"null"	"20"	"0"	"3"	"1年以上前"
"4367"	"トラックスケール法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4368"	"建設機械 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4369"	"クロス 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以内"
"4370"	"設備 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4371"	"v2h 耐用年数"	"null"	"20"	"0"	"2"	"1年以上前"
"4372"	"デロンギ コーヒーメーカー 耐用年数"	"null"	"20"	"0"	"4"	"1年以上前"
"4373"	"ガスコンロ 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4374"	"コルクタイル 耐用年数"	"null"	"20"	"0"	"8"	"1年以上前"
"4375"	"デジタルカメラ 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4376"	"内装 法定耐用年数"	"21"	"20"	"0"	"0"	"1年以上前"
"4377"	"業務用エアコン 耐用年数 減価償却"	"29"	"20"	"0"	"0"	"1年以上前"
"4378"	"キュービクル 減価償却 耐用年数"	"42"	"20"	"0"	"4"	"1年以上前"
"4379"	"サイクルポート 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4380"	"メモリ 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4381"	"タディスホワイト 耐用年数"	"null"	"20"	"0"	"2"	"過去7日"
"4382"	"マンションリフォーム 減価償却 耐用年数"	"27"	"20"	"0"	"0"	"1年以上前"
"4383"	"中古住宅 減価償却 耐用年数"	"null"	"20"	"0"	"2"	"1年以上前"
"4384"	"屋根防水工事 耐用年数 国税庁"	"28"	"20"	"0"	"1"	"1年以上前"
"4385"	"建物外壁塗装 耐用年数"	"31"	"20"	"4.78"	"37"	"1年以上前"
"4386"	"耐用年数通達5-1-1"	"null"	"20"	"0"	"0"	"1年以上前"
"4387"	"耐用年数が経過した資産"	"null"	"20"	"0"	"0"	"1年以内"
"4388"	"耐用年数8年"	"null"	"20"	"0"	"0"	"1年以上前"
"4389"	"耐用年数 加重平均"	"null"	"20"	"0"	"0"	"1年以上前"
"4390"	"耐用年数別表1"	"null"	"20"	"0"	"0"	"1年以上前"
"4391"	"耐用年数 木造アパート"	"null"	"20"	"0"	"0"	"1年以上前"
"4392"	"耐用年数 法定耐用年数 違い"	"null"	"20"	"0"	"0"	"1年以上前"
"4393"	"vベルト 耐用年数"	"29"	"20"	"0"	"0"	"1年以上前"
"4394"	"耐用年数 中古 計算"	"null"	"20"	"0"	"1"	"1年以上前"
"4395"	"エレベーター 耐用年数 国土交通省"	"null"	"20"	"0"	"4"	"1年以上前"
"4396"	"扉 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4397"	"電柱 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4398"	"老人ホーム耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4399"	"ウインチ 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4400"	"梱包機 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4401"	"カメラ 固定資産 耐用年数"	"47"	"20"	"0"	"0"	"1年以上前"
"4402"	"oaフロア 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4403"	"フォークリフト耐用年数減価償却"	"null"	"20"	"0"	"0"	"1年以上前"
"4404"	"軽量鉄骨造亜鉛メッキ鋼板葺 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4405"	"マンション rc 耐用年数"	"null"	"20"	"0"	"10"	"1年以上前"
"4406"	"什器 減価償却 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4407"	"硬質塩化ビニルライニング鋼管 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4408"	"ホームページ 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4409"	"トイレ改修 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4410"	"防災工事 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4411"	"計量器 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4412"	"ledビジョン 法定耐用年数"	"24"	"20"	"0"	"0"	"1年以上前"
"4413"	"ゴルフカート 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4414"	"ボーリング井戸 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4415"	"無形固定資産 ソフトウェア 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4416"	"日本ペイント 屋根塗料 耐用年数"	"null"	"20"	"0"	"5"	"1年以上前"
"4417"	"アパート 耐用年数 減価償却"	"null"	"20"	"0"	"1"	"1年以上前"
"4418"	"社宅 減価償却 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4419"	"商業施設 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4420"	"アパート リフォーム 減価償却 耐用年数"	"null"	"20"	"0"	"1"	"1年以上前"
"4421"	"カーフィルム 耐用年数"	"25"	"20"	"0"	"0"	"1年以上前"
"4422"	"インバータ 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4423"	"クレーン 減価償却 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4424"	"防音工事 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4425"	"薪ストーブ 耐用年数 国税庁"	"48"	"20"	"0"	"0"	"1年以上前"
"4426"	"ターミダンシート 耐用年数"	"null"	"20"	"0"	"1"	"1年以上前"
"4427"	"電化製品 耐用年数 法律"	"null"	"20"	"0"	"0"	"1年以上前"
"4428"	"水道メーター 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4429"	"ロスナイ 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4430"	"炊飯器 耐用年数 寿命"	"null"	"20"	"0.06"	"7"	"1年以上前"
"4431"	"地方公営企業法 法定耐用年数 水道施設"	"null"	"20"	"0"	"0"	"半年以内"
"4432"	"床暖房 法定耐用年数"	"48"	"20"	"0"	"0"	"1年以上前"
"4433"	"鉄筋コンクリート 擁壁 耐用年数"	"null"	"20"	"0"	"1"	"1年以上前"
"4434"	"クーリングタワー 耐用年数"	"null"	"20"	"0"	"2"	"1年以上前"
"4435"	"充電器 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"過去90日"
"4436"	"タイヤ 資産計上 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4437"	"犬 減価償却 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4438"	"冷蔵庫 耐用年数 メーカー"	"49"	"20"	"0.64"	"7"	"1年以上前"
"4439"	"工業用ミシン 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4440"	"車止め 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4441"	"フレコンバック 耐用年数"	"null"	"20"	"0"	"1"	"1年以上前"
"4442"	"ハイブリッド 耐用年数"	"null"	"20"	"0.05"	"21"	"1年以上前"
"4443"	"給水ポンプユニット 耐用年数"	"null"	"20"	"0"	"1"	"1年以上前"
"4444"	"水洗トイレ 耐用年数"	"null"	"20"	"0.51"	"18"	"1年以上前"
"4445"	"ウィンチ 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4446"	"企業 pc 耐用年数"	"33"	"20"	"0"	"1"	"1年以上前"
"4447"	"下水道管 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4448"	"コンクリート車庫 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4449"	"冷凍倉庫 耐用年数"	"null"	"20"	"0"	"1"	"1年以上前"
"4450"	"食器乾燥機 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4451"	"電話設備工事 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4452"	"機械設備 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4453"	"プレハブ倉庫 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4454"	"溶接機 減価償却 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4455"	"畳 耐用年数 退去費用"	"null"	"20"	"0"	"0"	"1年以上前"
"4456"	"超音波画像診断装置 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4457"	"ソーラーパネル 減価償却 耐用年数"	"null"	"20"	"0"	"3"	"1年以上前"
"4458"	"ssd hdd 耐用年数"	"null"	"20"	"0"	"4"	"1年以上前"
"4459"	"クリーンベンチ 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4460"	"靴下 耐用年数"	"null"	"20"	"0"	"0"	"半年以内"
"4461"	"減価償却 耐用年数 塗装"	"null"	"20"	"0"	"0"	"半年以内"
"4462"	"サーモバリア 耐用年数"	"34"	"20"	"0"	"2"	"1年以上前"
"4463"	"カラー複合機 耐用年数"	"27"	"20"	"0"	"1"	"1年以上前"
"4464"	"u字溝 耐用年数"	"null"	"20"	"0"	"0"	"半年以内"
"4465"	"ケット水分計 耐用年数"	"32"	"20"	"0"	"0"	"1年以上前"
"4466"	"減価償却費 パソコン 耐用年数"	"null"	"20"	"0"	"5"	"1年以上前"
"4467"	"バックホー 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4468"	"電気自動車充電設備 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4469"	"バッグ 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4470"	"テニスコート 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4471"	"セキュリティーシステム 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4472"	"家庭用冷蔵庫 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4473"	"駐車場アスファルト舗装 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4474"	"浴室暖房乾燥機 耐用年数"	"null"	"20"	"0"	"2"	"1年以上前"
"4475"	"硬質塩化ビニル管 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4476"	"所有権移転ファイナンスリース 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4477"	"大型バス 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4478"	"ウレタン 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4479"	"診察台 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4480"	"太陽電池 耐用年数"	"null"	"20"	"0"	"10"	"1年以上前"
"4481"	"ショベルカー 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4482"	"ガス検知器 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4483"	"中古機械 減価償却 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4484"	"cadcam 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4485"	"パワーコンディショナー 耐用年数 減価償却"	"28"	"20"	"0"	"0"	"1年以上前"
"4486"	"単独浄化槽 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4487"	"流し台 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4488"	"自動精算機 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4489"	"耐震補強工事 耐用年数"	"null"	"20"	"0"	"4"	"1年以上前"
"4490"	"屋上防水工事 耐用年数 国税庁"	"28"	"20"	"0"	"0"	"1年以上前"
"4491"	"水素吸入器 耐用年数"	"21"	"20"	"0"	"15"	"1年以上前"
"4492"	"バイク用ヘルメット 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4493"	"設備工事 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4494"	"クッションフロア 耐用年数 賃貸"	"null"	"20"	"0"	"1"	"1年以上前"
"4495"	"クッションフロア 耐用年数 減価償却"	"null"	"20"	"0"	"0"	"1年以上前"
"4496"	"インソール 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4497"	"レジ 減価償却 耐用年数"	"28"	"20"	"0"	"0"	"1年以上前"
"4498"	"フォークリフト バッテリー 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4499"	"建売住宅 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4500"	"減価償却資産の耐用年数等に関する省令 別表第二"	"null"	"20"	"0"	"0"	"1年以上前"
"4501"	"エアコン 減価償却 耐用年数 賃貸"	"null"	"20"	"0"	"0"	"1年以上前"
"4502"	"スマートフォン 耐用年数 減価償却"	"null"	"20"	"0"	"1"	"1年以上前"
"4503"	"重機アタッチメント 耐用年数"	"25"	"20"	"0"	"0"	"1年以上前"
"4504"	"チラー 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4505"	"償却資産 パソコン耐用年数"	"33"	"20"	"0"	"0"	"1年以上前"
"4506"	"急速充電器 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4507"	"スキャナー 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4508"	"浄水器 減価償却 耐用年数"	"40"	"20"	"0"	"0"	"1年以上前"
"4509"	"ホームページ制作 耐用年数"	"28"	"20"	"0"	"0"	"1年以上前"
"4510"	"水道施設 法定耐用年数"	"null"	"20"	"0"	"0"	"半年以内"
"4511"	"歯科 用 ミリング マシン 耐用 年数"	"null"	"20"	"0"	"0"	"1年以内"
"4512"	"防犯設備 耐用年数"	"29"	"20"	"0"	"1"	"1年以上前"
"4513"	"軽量鉄筋 耐用年数"	"null"	"20"	"0"	"2"	"過去90日"
"4514"	"賃貸 耐用年数 フローリング"	"null"	"20"	"0"	"0"	"1年以上前"
"4515"	"障子 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4516"	"床下換気扇 耐用年数"	"null"	"20"	"0"	"4"	"1年以上前"
"4517"	"プラスチックパレット 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4518"	"耐用年数 テレビ"	"null"	"20"	"0"	"0"	"1年以上前"
"4519"	"観葉植物 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4520"	"急速充電器 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4521"	"外壁工事 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4522"	"建物設備 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4523"	"高圧引込ケーブル 耐用年数"	"null"	"20"	"0"	"3"	"1年以内"
"4524"	"耐用年数を過ぎた 減価償却"	"null"	"20"	"0"	"0"	"半年以内"
"4525"	"本棚 耐用年数"	"null"	"20"	"0"	"0"	"1年以内"
"4526"	"風力発電 耐用年数 17年"	"null"	"20"	"0"	"0"	"1年以上前"
"4527"	"耐用年数 重量鉄骨"	"null"	"20"	"0"	"0"	"1年以上前"
"4528"	"耐用年数を伸ばす"	"null"	"20"	"0"	"0"	"1年以内"
"4529"	"耐用年数 法令"	"null"	"20"	"0"	"0"	"1年以上前"
"4530"	"耐用年数 法定"	"null"	"20"	"0"	"0"	"1年以上前"
"4531"	"ラジエーター 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4532"	"減価償却 pc 耐用年数"	"null"	"20"	"0"	"4"	"1年以上前"
"4533"	"広告宣伝用資産 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4534"	"変成シリコン 耐用年数"	"null"	"20"	"0"	"5"	"1年以上前"
"4535"	"中古資産 耐用年数 端数"	"null"	"20"	"0"	"0"	"1年以上前"
"4536"	"電柱 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4537"	"洗面台 減価償却 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4538"	"減価償却 定額法 耐用年数"	"null"	"20"	"0"	"1"	"1年以上前"
"4539"	"駐輪場 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4540"	"デロンギ耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4541"	"茅葺き屋根 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4542"	"ビニールクロス 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4543"	"パソコン 耐用年数 償却率"	"33"	"20"	"0"	"1"	"1年以上前"
"4544"	"アルミ複合板 看板 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4545"	"serendix50 耐用年数"	"null"	"20"	"0"	"1"	"過去7日"
"4546"	"スチールラック 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4547"	"減価償却 耐用年数前に処分"	"null"	"20"	"0"	"0"	"1年以上前"
"4548"	"pf管 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4549"	"センサー 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4550"	"券売機 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4551"	"自家発電機 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4552"	"耐用年数 償却率 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4553"	"マット 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4554"	"シャチハタ 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4555"	"ホテル 建物 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4556"	"スピードスプレーヤー 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4557"	"太陽熱温水器 耐用年数"	"null"	"20"	"0"	"1"	"1年以上前"
"4558"	"ごみ処理施設 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4559"	"印鑑 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4560"	"ライニング鋼管 耐用年数"	"null"	"20"	"0"	"1"	"1年以上前"
"4561"	"太陽光発電 パワコン 耐用年数"	"null"	"20"	"1.14"	"32"	"1年以上前"
"4562"	"フロートスイッチ 耐用年数"	"null"	"20"	"0"	"1"	"1年以上前"
"4563"	"ミニショベル 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4564"	"高圧蒸気滅菌器 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4565"	"ガス警報器 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4566"	"lanケーブル 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4567"	"不織布 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4568"	"タマホーム 外壁 耐用年数"	"34"	"20"	"0"	"8"	"1年以上前"
"4569"	"仕切弁 耐用年数"	"null"	"20"	"0"	"0"	"1年以内"
"4570"	"小型発電機 耐用年数"	"null"	"20"	"0"	"0"	"1年以内"
"4571"	"中古車耐用年数 2 年償却率"	"null"	"20"	"0"	"0"	"1年以上前"
"4572"	"股関節 人工関節 耐用年数"	"null"	"20"	"0"	"2"	"1年以上前"
"4573"	"外壁工事 減価償却 耐用年数"	"null"	"20"	"0"	"3"	"1年以上前"
"4574"	"減価償却費 耐用年数 償却率"	"null"	"20"	"0"	"0"	"1年以上前"
"4575"	"配水池 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4576"	"農業用ビニール 耐用年数"	"31"	"20"	"0"	"0"	"1年以上前"
"4577"	"プレハブ 耐用年数 簡易建物"	"null"	"20"	"0"	"0"	"1年以上前"
"4578"	"トイレ 勘定科目 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4579"	"2tトラック 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4580"	"測量機器 耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4581"	"セキュリティ機器 法定耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4582"	"滅菌機 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4583"	"浄水器 耐用年数 減価償却"	"null"	"20"	"0"	"0"	"1年以上前"
"4584"	"給茶機 耐用年数"	"null"	"20"	"0"	"0"	"1年以上前"
"4585"	"構築物 法定耐用年数 国税庁"	"null"	"20"	"0"	"0"	"1年以上前"
"4586"	"totoウォシュレット 耐用年数"	"null"	"20"	"0"	"3"	"1年以上前"
